USINA;CEG;CÓD. ONS;UF;MUST;CLASSIFICAÇÃO;CICLO TC N-1;CICLO TB N;TC N;TUST Estab.;TUST RB
EOL CRISTALANDIA II;032082-0;;BA;29,9;ENVOLTÓRIA;;9,005;9,005;;9,005
EOL CRISTALANDIA III;032083-8;;BA;29,9;ENVOLTÓRIA;;9,005;9,005;;9,005
EOL CUMARU I;032207-5;;RN;41,1;ENVOLTÓRIA;;16,200;16,200;;16,200
EOL CUMARU II;032208-3;;RN;41,1;ENVOLTÓRIA;;16,200;16,200;;16,200
EOL CUMARU III;032209-1;;RN;41,1;ENVOLTÓRIA;;16,200;16,200;;16,200
EOL CUMARU IV;037020-7;;RN;41,1;ENVOLTÓRIA;;16,200;16,200;;16,200
EOL CUMARU V;037021-5;;RN;37,0;ENVOLTÓRIA;;16,200;16,200;;16,200
EOL CURRAL DE PEDRAS I;032345-4;;BA;20,0;ENVOLTÓRIA;;11,932;11,932;;11,932
EOL CURRAL DE PEDRAS II;032346-2;;BA;27,1;ENVOLTÓRIA;;11,932;11,932;;11,932
EOL CURUPIRA;031535-4;;RS;25,0;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL DA PRATA;030490-5;;BA;21,8;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL DAMASCENA;031338-6;;BA;29,1;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL DELFINA I;032357-8;;BA;27,3;ENVOLTÓRIA;;13,801;13,801;;13,801
EOL DELFINA II;032358-6;;BA;27,3;ENVOLTÓRIA;;13,801;13,801;;13,801
EOL DELFINA III;032521-0;;BA;27,3;ENVOLTÓRIA;;13,801;13,801;;13,801
EOL DELFINA IV;032522-8;;BA;7,8;ENVOLTÓRIA;;13,801;13,801;;13,801
EOL DELFINA V;032359-4;;BA;27,3;ENVOLTÓRIA;;13,801;13,801;;13,801
EOL DELFINA VI;032523-6;;BA;29,3;ENVOLTÓRIA;;13,801;13,801;;13,801
EOL DELFINA VII;032524-4;;BA;29,3;ENVOLTÓRIA;;13,801;13,801;;13,801
EOL DELTA 3 I;033682-3;;MA;27,2;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 3 II;033683-1;;MA;27,2;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 3 III;033684-0;;MA;27,2;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 3 IV;033685-8;;MA;27,2;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 3 V;033675-0;;MA;27,2;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 3 VI;033673-4;;MA;27,2;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 3 VII;033680-7;;MA;27,2;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 3 VIII;033686-6;;MA;27,2;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 5 I;037976-0;;MA;26,6;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 5 II;037972-7;;MA;26,7;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 6 I;037970-0;;MA;29,3;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 6 II;037967-0;;MA;23,9;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 7 I;040572-8;;MA;26,6;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 7 II;040573-6;;MA;34,8;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DELTA 8 I;040574-4;;MA;34,8;ENVOLTÓRIA;;12,914;12,914;;12,914
EOL DIAMANTE II;032347-0;;BA;17,3;ENVOLTÓRIA;;11,932;11,932;;11,932
EOL DIAMANTE III;032348-9;;BA;17,5;ENVOLTÓRIA;;11,932;11,932;;11,932
EOL DOIS RIACHOS;031121-9;;BA;29,1;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL DOS ARACAS;030495-6;;BA;30,0;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL DOS INDIOS 2;030734-3;;RS;29,9;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL DOS INDIOS 3;030894-3;;RS;23,0;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL DOS INDIOS(V.DO SUL);028864-0;;RS;50,0;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL DOURADOS;030778-5;;BA;28,1;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL DREEN BOA VISTA;030512-0;;RN;13,6;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL DREEN CUTIA;030701-7;;RN;22,6;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL DREEN GUAJIRU;030699-1;;RN;20,5;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL DREEN OLHO DAGUA;030549-9;;RN;29,4;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL EMBUACA;030336-4;;CE;26,0;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL EMILIANA;030807-2;;BA;27,4;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL ENACEL(VENTOS);028770-9;;CE;30,4;ENVOLTÓRIA;;15,393;15,393;;15,393
EOL ESPERANCA;031355-6;;BA;27,2;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL ESPERANCA DO NORDESTE;032354-3;;RN;26,8;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL ESPIGAO;030803-0;;BA;10,1;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL ESTRELA;032010-2;;PI;28,8;ENVOLTÓRIA;;14,383;14,383;;14,383
EOL EURUS I;030503-0;;RN;29,6;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL EURUS II;030499-9;;RN;29,8;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL EURUS III;030504-9;;RN;29,6;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL EURUS IV;030509-0;;BA;25,8;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL EURUS VI;030351-8;;RN;7,8;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL FACHEIO;032101-0;;BA;16,1;ENVOLTÓRIA;;10,890;10,890;;10,890
EOL FAISA I;030352-6;;CE;28,5;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL FAISA II;030331-3;;CE;26,4;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL FAISA III;030332-1;;CE;24,3;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL FAISA IV;030329-1;;CE;24,3;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL FAISA V;030309-7;;CE;28,5;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL FAROL;030502-2;;RN;19,5;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL FAROL DE TOUROS;037999-9;;RN;24,4;ENVOLTÓRIA;;15,931;15,931;;15,931
EOL FAZENDA VERA CRUZ;031536-2;;RS;22,5;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL FIGUEIRA BRANCA;038002-4;;RN;10,4;ENVOLTÓRIA;;15,931;15,931;;15,931
EOL FILGUEIRA I;033429-4;;RN;38,7;ENVOLTÓRIA;;16,042;16,042;;16,042
EOL FILGUEIRA II;033430-8;;RN;28,1;ENVOLTÓRIA;;16,042;16,042;;16,042
EOL FLEIXEIRAS I;030670-3;;CE;28,4;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL FLORES I;037035-5;;BA;30,0;ENVOLTÓRIA;;13,619;13,619;;13,619
EOL FLORES II;037036-3;;BA;30,0;ENVOLTÓRIA;;13,619;13,619;;13,619
EOL FLORES III;037037-1;;BA;30,0;ENVOLTÓRIA;;13,619;13,619;;13,619
EOL FLORES IV;037038-0;;BA;30,0;ENVOLTÓRIA;;13,619;13,619;;13,619
EOL FOLHA DE SERRA;031407-2;;BA;20,5;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL FRANCISCO RIBEIRO ALVES;032161-3;;RN;90,0;ENVOLTÓRIA;;16,067;16,067;;16,067
EOL GALPOES;031477-3;;RS;7,9;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL GAMELEIRA;038006-7;;RN;17,4;ENVOLTÓRIA;;15,931;15,931;;15,931
EOL GARROTE;035197-0;;CE;22,5;ENVOLTÓRIA;;15,897;15,897;;15,897
EOL GE JANGADA;030700-9;;RN;26,8;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL GE MARIA HELENA;030702-5;;RN;26,8;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL GOIABEIRA;030920-6;;CE;22,2;ENVOLTÓRIA;;15,542;15,542;;15,542
EOL GRAVIER;040794-1;;SP;69,3;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL GUAJIRU;030663-0;;CE;28,4;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL GUANAMBI;030328-3;;BA;21,8;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL GUIRAPA;030342-9;;BA;30,0;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL IBIRAPUITA I;030750-5;;RS;24,5;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL ICARAI I;030372-0;;CE;26,2;ENVOLTÓRIA;;13,575;13,575;;13,575
EOL ICARAI II;030356-9;;CE;36,4;ENVOLTÓRIA;;13,575;13,575;;13,575
EOL ICARAIZINHO;028699-0;;CE;53,0;ENVOLTÓRIA;;13,575;13,575;;13,575
EOL IGAPORA;030321-6;;BA;30,0;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL ILHA GRANDE (EOLOS);030691-6;;CE;28,2;ENVOLTÓRIA;;13,575;13,575;;13,575
EOL ILHEUS;030315-1;;BA;11,8;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL IMBURANA MACHO;032102-8;;BA;15,8;ENVOLTÓRIA;;10,916;10,916;;10,916
EOL INHAMBU;030751-3;;BA;30,0;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL INHAMBU 2;032487-6;;BA;15,9;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL ITAREMA I;031485-4;;CE;26,4;ENVOLTÓRIA;;13,699;13,699;;13,699
EOL ITAREMA II;031483-8;;CE;26,4;ENVOLTÓRIA;;13,699;13,699;;13,699
EOL ITAREMA III;031484-6;;CE;14,6;ENVOLTÓRIA;;13,699;13,699;;13,699
EOL ITAREMA IV;031813-2;;CE;20,6;ENVOLTÓRIA;;13,699;13,699;;13,699
EOL ITAREMA IX;031814-0;;CE;29,4;ENVOLTÓRIA;;13,699;13,699;;13,699
EOL ITAREMA V;031482-0;;CE;20,5;ENVOLTÓRIA;;13,699;13,699;;13,699
EOL ITAREMA VI;031815-9;;CE;23,5;ENVOLTÓRIA;;13,699;13,699;;13,699
EOL ITAREMA VII;031816-7;;CE;20,6;ENVOLTÓRIA;;13,699;13,699;;13,699
EOL ITAREMA VIII;031817-5;;CE;20,6;ENVOLTÓRIA;;13,699;13,699;;13,699
EOL ITAUNA I;050124-7;;RN;18,0;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL ITAUNA II;050125-5;;RN;24,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL ITAUNA III;050126-3;;RN;42,0;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL JABUTICABA;031405-6;;BA;8,8;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL JACARANDA DO CERRADO;031408-0;;BA;20,5;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL JANDAIA;030929-0;;CE;26,2;ENVOLTÓRIA;;16,948;16,948;;16,948
EOL JANDAIA I;030907-9;;CE;23,3;ENVOLTÓRIA;;16,948;16,948;;16,948
EOL JANDAIRA I;032870-7;;RN;10,4;ENVOLTÓRIA;;15,939;15,939;;15,939
EOL JANDAIRA II;035008-7;;RN;24,0;ENVOLTÓRIA;;15,939;15,939;;15,939
EOL JANDAIRA III;035270-5;;RN;27,4;ENVOLTÓRIA;;15,939;15,939;;15,939
EOL JANDAIRA IV;035271-3;;RN;27,3;ENVOLTÓRIA;;15,939;15,939;;15,939
EOL JATAI;032104-4;;BA;15,8;ENVOLTÓRIA;;10,938;10,938;;10,938
EOL JERICO;031802-7;;RN;30,0;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL JERUSALEM I;037294-3;;RN;28,9;ENVOLTÓRIA;;15,667;15,667;;15,667
EOL JERUSALEM II;037295-1;;RN;28,9;ENVOLTÓRIA;;15,667;15,667;;15,667
EOL JERUSALEM III;037296-0;;RN;28,9;ENVOLTÓRIA;;15,667;15,667;;15,667
EOL JERUSALEM IV;037297-8;;RN;28,8;ENVOLTÓRIA;;15,667;15,667;;15,667
EOL JERUSALEM V;037298-6;;RN;28,8;ENVOLTÓRIA;;15,667;15,667;;15,667
EOL JERUSALEM VI;037299-4;;RN;32,9;ENVOLTÓRIA;;15,667;15,667;;15,667
EOL JOANA;030801-3;;BA;27,4;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL JUAZEIRO;032106-0;;BA;18,4;ENVOLTÓRIA;;10,938;10,938;;10,938
EOL JUNCO I;030902-8;;RN;23,7;ENVOLTÓRIA;;15,801;15,801;;15,801
EOL JUNCO II;030914-1;;RN;23,7;ENVOLTÓRIA;;15,801;15,801;;15,801
EOL JUREMAS;030660-6;;RN;15,8;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL KAIROS WIND 1;032485-0;;RN;35,3;ENVOLTÓRIA;;15,559;15,559;;15,559
EOL KAIROS WIND 2;041922-2;;RN;35,3;ENVOLTÓRIA;;15,559;15,559;;15,559
EOL KAIROS WIND 6;041921-4;;RN;39,7;ENVOLTÓRIA;;15,559;15,559;;15,559
EOL LAGOA 3;038029-6;;PB;34,7;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL LAGOA 4;038030-0;;PB;20,8;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL LANCHINHA;030860-9;;RN;27,5;ENVOLTÓRIA;;15,834;15,834;;15,834
EOL LARANJEIRAS I;032349-7;;BA;27,8;ENVOLTÓRIA;;11,932;11,932;;11,932
EOL LARANJEIRAS II;032350-0;;BA;30,0;ENVOLTÓRIA;;11,932;11,932;;11,932
EOL LARANJEIRAS III;033626-2;;BA;25,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL LARANJEIRAS IX;033627-0;;BA;25,0;ENVOLTÓRIA;;12,951;12,951;;12,951
EOL LARANJEIRAS V;032351-9;;BA;25,1;ENVOLTÓRIA;;11,932;11,932;;11,932
EOL LICINIO DE ALMEIDA;030317-8;;BA;25,2;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL MACACOS;030661-4;;RN;20,3;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL MACAMBIRA I;031025-5;;RN;17,0;ENVOLTÓRIA;;15,834;15,834;;15,834
EOL MACAMBIRA II;031026-3;;RN;17,7;ENVOLTÓRIA;;15,834;15,834;;15,834
EOL MACAUBAS;030283-0;;BA;30,0;ENVOLTÓRIA;;12,093;12,093;;12,093
EOL MALHADINHA I;030841-2;;CE;22,1;ENVOLTÓRIA;;13,470;13,470;;13,470
EOL MANICOBA;031337-8;;BA;29,1;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL MANINEIRO;032245-8;;BA;13,5;ENVOLTÓRIA;;10,890;10,890;;10,890
EOL MAR E TERRA;030389-5;;RN;22,9;ENVOLTÓRIA;;15,801;15,801;;15,801
EOL MARGARIDA I;032441-8;;RN;68,0;ENVOLTÓRIA;;16,067;16,067;;16,067
EOL MARON;030768-8;;BA;29,8;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL MIASSABA III;030339-9;;RN;66,4;ENVOLTÓRIA;;16,295;16,295;;16,295
EOL MINUANO I;030844-7;;RS;23,0;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL MINUANO II;030791-2;;RS;23,3;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL MODELO I;030787-4;;RN;29,6;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL MODELO II;030788-2;;RN;25,9;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL MONTE VERDE I;032518-0;;RN;65,9;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL MONTE VERDE II;032519-8;;RN;66,1;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL MONTE VERDE III;033881-8;;RN;57,8;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL MONTE VERDE IV;038035-0;;RN;45,5;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL MONTE VERDE V;040584-1;;RN;33,0;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL MONTE VERDE VI;040585-0;;RN;45,2;ENVOLTÓRIA;;15,648;15,648;;15,648
EOL MORRAO;030506-5;;BA;30,0;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL MORRO 1;050844-6;;BA;44,8;ENVOLTÓRIA;;11,989;11,989;;11,989
EOL MORRO 2;050845-4;;BA;33,8;ENVOLTÓRIA;;12,093;12,093;;12,093
EOL MORRO BRANCO I;031336-0;;BA;30,0;ENVOLTÓRIA;;13,879;13,879;;13,879
EOL MORRO BRANCO II;032417-5;;BA;30,7;ENVOLTÓRIA;;13,564;13,564;;13,564
EOL MORRO DOS VENTOS I;030301-1;;RN;27,9;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL MORRO DOS VENTOS II;030889-7;;RN;28,2;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL MORRO DOS VENTOS III;030310-0;;RN;28,2;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL MORRO DOS VENTOS IV;030311-9;;RN;28,2;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL MORRO DOS VENTOS IX;030302-0;;RN;28,7;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL MORRO DOS VENTOS VI;030300-3;;RN;27,4;ENVOLTÓRIA;;15,768;15,768;;15,768
EOL MULUNGU;032362-4;;BA;13,5;ENVOLTÓRIA;;11,019;11,019;;11,019
EOL MUNDAU;030656-8;;CE;28,3;ENVOLTÓRIA;;14,277;14,277;;14,277
EOL MUNDO NOVO V;033552-5;;RN;19,8;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL MUNDO NOVO VI;032405-1;;RN;40,0;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL MUNDO NOVO VII;032404-3;;RN;40,0;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL MUSSAMBE;031352-1;;BA;30,0;ENVOLTÓRIA;;13,879;13,879;;13,879
EOL MUTAMBA I;051531-0;;CE;16,5;ENVOLTÓRIA;;15,897;15,897;;15,897
EOL MUTAMBA II;032481-7;;PB;22,0;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL MUTAMBA III;032482-5;;CE;38,5;ENVOLTÓRIA;;15,897;15,897;;15,897
EOL MUTAMBA IV;032483-3;;CE;33,0;ENVOLTÓRIA;;15,897;15,897;;15,897
EOL MUTAMBA V;032484-1;;CE;22,0;ENVOLTÓRIA;;15,897;15,897;;15,897
EOL MUTAMBA VII;032486-8;;CE;5,5;ENVOLTÓRIA;;15,897;15,897;;15,897
EOL MUTAMBA VIII;041920-6;;CE;11,0;ENVOLTÓRIA;;15,897;15,897;;15,897
EOL MVEN01EOL034;030301-1;;MA;28,8;ENVOLTÓRIA;;12,359;12,359;;12,359
EOL MVEN02EOL034;030889-7;;MA;28,8;ENVOLTÓRIA;;12,359;12,359;;12,359
EOL N.S.DA CONCEICAO;030318-6;;BA;30,0;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL NOSSA SENHORA DE FATIMA;030930-3;;CE;29,1;ENVOLTÓRIA;;16,948;16,948;;16,948
EOL NOVO HORIZONTE;030305-4;;BA;30,0;ENVOLTÓRIA;;12,093;12,093;;12,093
EOL OESTE SERIDO I;044974-1;;PB;22,3;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL OESTE SERIDO II;044975-0;;PB;22,3;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL OESTE SERIDO III;044976-8;;PB;26,7;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL OESTE SERIDO IV;047165-8;;PB;26,7;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL OESTE SERIDO IX;047162-3;;PB;22,3;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL OESTE SERIDO V;047166-6;;PB;22,3;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL OESTE SERIDO VI;047163-1;;PB;17,8;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL OESTE SERIDO X;047164-0;;PB;26,7;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL OESTE SERIDO XI;047161-5;;PB;26,7;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL OESTE SERIDO XII;047160-7;;PB;31,2;ENVOLTÓRIA;;14,924;14,924;;14,924
EOL OITIS 1;044555-0;;PI;49,5;ENVOLTÓRIA;;13,984;13,984;;13,984
EOL OITIS 10;044358-1;;PI;49,5;ENVOLTÓRIA;;13,984;13,984;;13,984
EOL OITIS 2;044359-0;;PI;27,5;ENVOLTÓRIA;;13,984;13,984;;13,984
EOL OITIS 21;044360-3;;PI;44,0;ENVOLTÓRIA;;13,984;13,984;;13,984
EOL OITIS 22;044361-1;;PI;49,5;ENVOLTÓRIA;;13,984;13,984;;13,984
EOL OITIS 3;044362-0;;PI;49,5;ENVOLTÓRIA;;13,984;13,984;;13,984
EOL OITIS 4;044363-8;;PI;49,5;ENVOLTÓRIA;;13,984;13,984;;13,984
EOL OITIS 5;044364-6;;PI;49,5;ENVOLTÓRIA;;13,984;13,984;;13,984
EOL OITIS 6;044365-4;;PI;49,5;ENVOLTÓRIA;;13,984;13,984;;13,984
EOL OITIS 7;044366-2;;PI;49,5;ENVOLTÓRIA;;13,984;13,984;;13,984
EOL OITIS 8;044367-0;;PI;49,5;ENVOLTÓRIA;;13,984;13,984;;13,984
EOL OITIS 9;044368-9;;PI;49,5;ENVOLTÓRIA;;13,984;13,984;;13,984
EOL OSORIO 2 (V.LITORAL);030286-4;;RS;27,6;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL OSORIO 3 (V.LITORAL);030449-2;;RS;29,9;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL OSORIO(V.DO SUL);028810-1;;RS;50,0;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL OURO VERDE;032012-9;;PI;28,8;ENVOLTÓRIA;;14,383;14,383;;14,383
EOL PAJEU DO VENTO;030319-4;;BA;26,9;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL PALMAS (B. DO CORREGO);030697-5;;CE;23,1;ENVOLTÓRIA;;13,575;13,575;;13,575
EOL PAPAGAIO;031511-7;;BA;9,7;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL PARAISO VENTOS DO NE;032355-1;;RN;26,8;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL PASSAGEM;;;RN;52,0;ENVOLTÓRIA;;15,685;15,685;;15,685
EOL PAU D'AGUA;032246-6;;BA;17,5;ENVOLTÓRIA;;11,003;11,003;;11,003
EOL PAU FERRO;030805-6;;PE;29,6;ENVOLTÓRIA;;15,056;15,056;;15,056
EOL PAU FERRO II;044553-3;;PE;49,0;ENVOLTÓRIA;;15,043;15,043;;15,043
EOL PAU SANTO;032363-2;;BA;18,7;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL PEDRA BRANCA;030443-3;;BA;29,3;ENVOLTÓRIA;;13,879;13,879;;13,879
EOL PEDRA CHEIROSA;031736-5;;CE;24,7;ENVOLTÓRIA;;13,637;13,637;;13,637
EOL PEDRA CHEIROSA II;031698-9;;CE;22,6;ENVOLTÓRIA;;13,637;13,637;;13,637
EOL PEDRA DO GERONIMO;030806-4;;PE;29,6;ENVOLTÓRIA;;15,056;15,056;;15,056
EOL PEDRA DO REINO;030288-0;;BA;30,0;ENVOLTÓRIA;;13,801;13,801;;13,801
EOL PEDRA DO REINO III;030608-8;;BA;18,0;ENVOLTÓRIA;;13,801;13,801;;13,801
EOL PEDRA DO REINO IV;034777-9;;BA;20,0;ENVOLTÓRIA;;13,801;13,801;;13,801
EOL PEDRA PINTADA I;049142-0;;BA;49,2;ENVOLTÓRIA;;12,448;12,448;;12,448
EOL PEDRA PINTADA II;049143-8;;BA;49,3;ENVOLTÓRIA;;12,448;12,448;;12,448
EOL PEDRA PINTADA III;049144-6;;BA;44,7;ENVOLTÓRIA;;12,448;12,448;;12,448
EOL PEDRA PINTADA IV;049145-4;;BA;49,1;ENVOLTÓRIA;;12,448;12,448;;12,448
EOL PEDRA PRETA;030671-1;;RN;20,3;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL PEDRA RAJADA;032352-7;;RN;19,3;ENVOLTÓRIA;;15,834;15,834;;15,834
EOL PEDRA RAJADA II;032353-5;;RN;19,3;ENVOLTÓRIA;;15,834;15,834;;15,834
EOL PEDRANOPOLIS 2;;;CE;30,0;ENVOLTÓRIA;;15,559;15,559;;15,559
EOL PEDRANOPOLIS 3;;;CE;30,0;ENVOLTÓRIA;;15,559;15,559;;15,559
EOL PELADO;030856-0;;RN;19,5;ENVOLTÓRIA;;15,834;15,834;;15,834
EOL PELOURINHO;030793-9;;BA;21,8;ENVOLTÓRIA;;11,111;11,111;;11,111
EOL PILOES;030776-9;;BA;29,8;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL PINDAI;030324-0;;BA;25,2;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL PITOMBEIRA;030926-5;;CE;26,2;ENVOLTÓRIA;;15,542;15,542;;15,542
EOL PLANALTINA;030322-4;;BA;28,6;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL PONTAL 2A;031509-5;;RS;21,6;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL PONTAL 2B;030460-3;;RS;11,2;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL PONTAL 3B;030901-0;;RS;27,0;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL PORTO SEGURO;030323-2;;BA;6,7;ENVOLTÓRIA;;11,173;11,173;;11,173
EOL POTIGUAR;032356-0;;RN;26,8;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL POTIGUAR B 26;040599-0;;RN;42,0;ENVOLTÓRIA;;15,757;15,757;;15,757
EOL POTIGUAR B31;040600-7;;RN;45,0;ENVOLTÓRIA;;15,757;15,757;;15,757
EOL POTIGUAR B32;040601-5;;RN;48,5;ENVOLTÓRIA;;15,757;15,757;;15,757
EOL POTIGUAR B33;040602-3;;RN;58,9;ENVOLTÓRIA;;15,757;15,757;;15,757
EOL POVO NOVO;031562-1;;RS;7,5;ENVOLTÓRIA;;5,361;5,361;;5,361
EOL PRAIA DO MORGADO;028440-8;;CE;28,0;ENVOLTÓRIA;;13,698;13,698;;13,698
EOL PRAIA FORMOSA;028631-1;;CE;100,0;ENVOLTÓRIA;;13,575;13,575;;13,575
EOL PRIMAVERA;030726-2;;BA;29,4;ENVOLTÓRIA;;11,913;11,913;;11,913
EOL QUINA;032364-0;;BA;10,8;ENVOLTÓRIA;;11,019;11,019;;11,019
EOL REDUTO;030843-9;;RN;26,5;ENVOLTÓRIA;;15,789;15,789;;15,789
EOL REI DOS VENTOS 1;030416-6;;RN;56,7;ENVOLTÓRIA;;16,295;16,295;;16,295
EOL REI DOS VENTOS 3;030417-4;;RN;58,3;ENVOLTÓRIA;;16,295;16,295;;16,295
EOL RENASCENCA I;030515-4;;RN;29,7;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL RENASCENCA II;030516-2;;RN;29,7;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL RENASCENCA III;030527-8;;RN;29,7;ENVOLTÓRIA;;15,384;15,384;;15,384
EOL RENASCENCA IV;030551-0;;RN;29,7;ENVOLTÓRIA;;15,384;15,384;;15,384
