USINA;CEG;CÓD. ONS;UF;MUST;CLASSIFICAÇÃO;CICLO TC N-1;CICLO TB N;TC N;TUST Estab.;TUST RB
UTE JORGE LACERDA B;027093-8;;SC;208,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE JORGE LACERDA C;027094-6;;SC;305,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE KLABIN CELULOSE;031098-0;;PR;110,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE LWARCEL;028620-6;;SP;3,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE MARANHAO III;030800-5;;MA;505,9;ENVOLTÓRIA;;13,008;13,008;;13,008
UTE MARANHAO IV;030202-3;;MA;333,9;ENVOLTÓRIA;;13,008;13,008;;13,008
UTE MARANHAO V;030203-1;;MA;333,8;ENVOLTÓRIA;;13,008;13,008;;13,008
UTE MARIO LAGO(TERMOMACAE);028029-1;;RJ;893,4;ENVOLTÓRIA;;8,075;8,075;;8,075
UTE MARLIM AZUL;032211-3;;RJ;548,3;ENVOLTÓRIA;;8,093;8,093;;8,093
UTE MAUA 3;031888-4;;AM;570,4;ENVOLTÓRIA;;9,023;9,023;;9,023
UTE MC2 NOVA VENECIA II;030196-5;;MA;177,5;ENVOLTÓRIA;;13,008;13,008;;13,008
UTE MORRO VERMELHO(BRENCO);030040-3;;GO;50,0;ENVOLTÓRIA;;7,288;7,288;;7,288
UTE NARDINI - RB;030105-1;;GO;40,0;ENVOLTÓRIA;;6,839;6,839;;6,839
UTE NORTE FLUMINENSE;001544-0;;RJ;840,0;ENVOLTÓRIA;;8,075;8,075;;8,075
UTE NOVO TEMPO GNA II;032955-0;;RJ;1324,0;ENVOLTÓRIA;;8,377;8,377;;8,377
UTE PALMEIRAS DE GOIAS;001946-1;;GO;170,0;ENVOLTÓRIA;;7,988;7,988;;7,988
UTE PAMPA SUL;032282-2;;RS;316,3;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE PARNAIBA IV;031193-6;;MA;55,1;ENVOLTÓRIA;;13,008;13,008;;13,008
UTE PARNAIBA V;040562-0;;MA;383,0;ENVOLTÓRIA;;13,008;13,008;;13,008
UTE PAU FERRO I (EPESA);029561-2;;PE;93,7;ENVOLTÓRIA;;13,674;13,674;;13,674
UTE PECEM II;031303-3;;BA;143,0;ENVOLTÓRIA;;10,915;10,915;;10,915
UTE PERNAMBUCO III;030120-5;;PE;194,7;ENVOLTÓRIA;;13,674;13,674;;13,674
UTE PIRATININGA - RB;002082-6;;SP;184,9;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE PORTO DAS AGUAS;029999-5;;GO;30,0;ENVOLTÓRIA;;6,839;6,839;;6,839
UTE PORTO DAS AGUAS II;055534-7;;MS;55,0;ENVOLTÓRIA;;6,859;6,859;;6,859
UTE PORTO DE SERGIPE I;032228-8;;SE;1555,0;ENVOLTÓRIA;;12,579;12,579;;12,579
UTE PORTO DO ITAQUI;029700-3;;MA;330,0;ENVOLTÓRIA;;12,777;12,777;;12,777
UTE PORTO PECEM I;029720-8;;CE;660,0;ENVOLTÓRIA;;14,277;14,277;;14,277
UTE PORTO PECEM II;030098-5;;CE;337,5;ENVOLTÓRIA;;14,277;14,277;;14,277
UTE PORTOCEM I;037748-1;;CE;1560,0;ENVOLTÓRIA;;14,087;14,087;;14,087
UTE PROSPERIDADE I;032545-7;;BA;28,0;ENVOLTÓRIA;;10,706;10,706;;10,706
UTE PROSPERIDADE II;037897-6;;BA;36,8;ENVOLTÓRIA;;10,706;10,706;;10,706
UTE PROSPERIDADE III;033467-7;;BA;55,2;ENVOLTÓRIA;;10,706;10,706;;10,706
UTE PROSPERIDADE IV;056665-9;;BA;9,2;ENVOLTÓRIA;;10,706;10,706;;10,706
UTE PUMA II;045824-4;;SP;50,0;ENVOLTÓRIA;;5,860;5,860;;5,860
UTE QUIRINOPOLIS (UJS);029268-0;;GO;32,0;ENVOLTÓRIA;;9,187;9,187;;9,187
UTE SANTA LUZIA I;030006-3;;MS;72,0;ENVOLTÓRIA;;5,902;5,902;;5,902
UTE SEPE TIARAJU (CANOAS 2);028038-0;;RS;88,0;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE SEPE TIARAJU (CANOAS);028038-0;;RS;241,4;ENVOLTÓRIA;;5,361;5,361;;5,361
UTE SUAPE II;029719-4;;PE;371,4;ENVOLTÓRIA;;13,395;13,395;;13,395
UTE SUZANO;030959-1;;MA;100,0;ENVOLTÓRIA;;11,876;11,876;;11,876
UTE TERMOCAMACARI (ROMULO ALMEID;028206-5;;BA;120,0;ENVOLTÓRIA;;10,698;10,698;;10,698
UTE TERMOCEARA;028358-4;;CE;215,9;ENVOLTÓRIA;;13,469;13,469;;13,469
UTE TERMOMANAUS (EPESA);029562-0;;PE;142,2;ENVOLTÓRIA;;13,674;13,674;;13,674
UTE TERMONORDESTE(EPASA);029641-4;;PB;155,5;ENVOLTÓRIA;;13,082;13,082;;13,082
UTE TERMOPARAIBA(EPASA);029638-4;;PB;155,5;ENVOLTÓRIA;;13,082;13,082;;13,082
UTE TERMOPERNAMBUCO;028031-3;;PE;520,0;ENVOLTÓRIA;;13,408;13,408;;13,408
UTE TRIANGULO;;;MG;38,0;ENVOLTÓRIA;;8,217;8,217;;8,217
UTE TROPICAL BIO I;;;GO;57,0;ENVOLTÓRIA;;8,316;8,316;;8,316
UTE TROPICAL BIOENERGIA;030080-2;;GO;50,0;ENVOLTÓRIA;;6,649;6,649;;6,649
UTE TROPICAL BIOENERGIA II;031769-1;;GO;28,0;ENVOLTÓRIA;;8,316;8,316;;8,316
UTE U-50 (RNEST);030438-7;;PE;24,4;ENVOLTÓRIA;;13,395;13,395;;13,395
UTE UBERABA 2;044551-7;;MG;31,0;ENVOLTÓRIA;;8,344;8,344;;8,344
UTE VALE DO ACU;028225-1;;RN;316,5;ENVOLTÓRIA;;16,295;16,295;;16,295
UTE VERACEL;029014-9;;BA;27,0;ENVOLTÓRIA;;9,384;9,384;;9,384
UTE VIANA;029664-3;;ES;171,6;ENVOLTÓRIA;;8,067;8,067;;8,067
UTE VIANA 1;056350-1;;ES;36,6;ENVOLTÓRIA;;8,067;8,067;;8,067
UTN ANGRA I;000100-7;;RJ;625,0;ENVOLTÓRIA;;7,813;7,813;;7,813
UTN ANGRA II;000101-5;;RJ;1307,0;ENVOLTÓRIA;;7,813;7,813;;7,813
UTN ANGRA III;030150-7;;RJ;1405,0;ENVOLTÓRIA;;7,813;7,813;;7,813
