GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL B.VENTOS(VENTOS),0,10.135,10.996,12.137,13.206,14.926,15.006,15.501,15.35,15.372,15.352,15.332,15.312000000000001,15.292000000000002,15.272000000000002,15.252000000000002,15.232000000000003,15.212000000000003
EOL BAIXA DO FEIJAO I,0,10.64,11.454,12.387,13.437,14.799,14.893,15.424,15.267,15.289,15.269,15.249,15.229000000000001,15.209000000000001,15.189000000000002,15.169000000000002,15.149000000000003,15.129000000000003
EOL BAIXA DO FEIJAO II,0,10.64,11.454,12.387,13.437,14.799,14.893,15.424,15.267,15.289,15.269,15.249,15.229000000000001,15.209000000000001,15.189000000000002,15.169000000000002,15.149000000000003,15.129000000000003
EOL BAIXA DO FEIJAO III,0,10.64,11.454,12.387,13.437,14.799,14.893,15.424,15.267,15.289,15.269,15.249,15.229000000000001,15.209000000000001,15.189000000000002,15.169000000000002,15.149000000000003,15.129000000000003
EOL BAIXA DO FEIJAO IV,0,10.64,11.454,12.387,13.437,14.799,14.893,15.424,15.267,15.289,15.269,15.249,15.229000000000001,15.209000000000001,15.189000000000002,15.169000000000002,15.149000000000003,15.129000000000003
EOL BAIXA DO SITIO,0,10.986,11.816,12.935,14.043,13.298,13.334,13.756,13.579,13.599,13.579,13.559000000000001,13.539000000000001,13.519000000000002,13.499000000000002,13.479000000000003,13.459000000000003,13.439000000000004
EOL BANDA DE COURO,0,11.056,11.621,12.084,12.918,13.656,13.682,14.105,13.9,13.92,13.9,13.88,13.860000000000001,13.840000000000002,13.820000000000002,13.800000000000002,13.780000000000003,13.760000000000003
EOL BARAUNAS I,0,11.056,11.621,12.084,12.918,13.656,13.682,14.105,13.9,13.92,13.9,13.88,13.860000000000001,13.840000000000002,13.820000000000002,13.800000000000002,13.780000000000003,13.760000000000003
EOL BARAUNAS II,0,11.056,11.621,12.084,12.918,13.656,13.682,14.105,13.9,13.92,13.9,13.88,13.860000000000001,13.840000000000002,13.820000000000002,13.800000000000002,13.780000000000003,13.760000000000003
EOL BARAUNAS IV,0,10.86,11.285,11.735,12.51,13.298,13.334,13.756,13.579,13.599,13.579,13.559000000000001,13.539000000000001,13.519000000000002,13.499000000000002,13.479000000000003,13.459000000000003,13.439000000000004
