Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
7904; INDAIAL - 230;;  6,156;;  6,156;  6,140;;;  6,140;
38855; INOCENCIA - 230;; 10,116;; 10,116; 10,100;;; 10,100;
936; INTEGRADORA - 500;; 10,208;; 10,208; 10,193;;; 10,193;
2930; INTERNATIONAL 2 - 230;;  5,083;;  5,083;  5,357;;;  5,357;
2929; INTERNATIONAL - 345;;  4,744;;  4,744;  5,357;;;  5,357;
1623; IPATINGA I - 230;;  9,477;;  9,477;  9,462;;;  9,462;
6649; F.IGUACU - 500;;  8,053;;  8,053;  8,037;;;  8,037;
1521; IRAPE - 230;; 12,545;; 12,545; 12,530;;; 12,530;
1510; IRAPE - 345;; 13,036;; 13,036; 13,021;;; 13,021;
7022; IRATI NORTE - 230;;  7,224;;  7,224;  7,209;;;  7,209;
283; IRECE - 230;; 10,816;; 10,816; 10,801;;; 10,801;
7827; ITA SC - 230;;  8,509;;  8,509;  8,494;;;  8,494;
7722; ITA - 525;;  8,324;;  8,324;  8,309;;;  8,309;
271; ITABAIANA - 230;;  8,786;;  8,786;  8,771;;;  8,771;
3664; ITABERA - 765;;  6,961;;  6,961;  6,945;;;  6,945;
1626; ITABIRA 2 - 230;;  9,377;;  9,377;  9,362;;;  9,362;
1484; ITABIRITO - 345;;  9,106;;  9,106;  9,090;;;  9,090;
1483; ITABIRITO - 500;; 10,022;; 10,022; 10,006;;; 10,006;
1620; ITABIRA 4 - 230;;  9,088;;  9,088;  9,073;;;  9,073;
26513; ITABIRA 5 - 230;;  9,809;;  9,809;  9,793;;;  9,793;
26510; ITABIRA 5 - 500;; 10,399;; 10,399; 10,384;;; 10,384;
345; ITABUNA - 230;;  2,318;;  2,318;  5,357;;;  5,357;
913; ITACAIUNAS - 230;; 10,227;; 10,227; 10,212;;; 10,212;
