GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL AURA LAGOA DO BARRO 04,0,10.859,10.181,10.115,10.344,11.32,11.327,11.782,11.655,11.672,11.652000000000001,11.632000000000001,11.612000000000002,11.592000000000002,11.572000000000003,11.552000000000003,11.532000000000004,11.512000000000004
EOL AURA LAGOA DO BARRO 05,0,10.859,10.181,10.115,10.344,11.32,11.327,11.782,11.655,11.672,11.652000000000001,11.632000000000001,11.612000000000002,11.592000000000002,11.572000000000003,11.552000000000003,11.532000000000004,11.512000000000004
EOL AURA LAGOA DO BARRO 06,0,10.859,10.181,10.115,10.344,11.32,11.327,11.782,11.655,11.672,11.652000000000001,11.632000000000001,11.612000000000002,11.592000000000002,11.572000000000003,11.552000000000003,11.532000000000004,11.512000000000004
EOL AURA LAGOA DO BARRO 07,0,10.859,10.181,10.115,10.344,11.32,11.327,11.782,11.655,11.672,11.652000000000001,11.632000000000001,11.612000000000002,11.592000000000002,11.572000000000003,11.552000000000003,11.532000000000004,11.512000000000004
EOL AURA MANGUEIRA IV,0,6.613,9.096,9.201,9.016,8.501,8.187,8.181,8.394,8.406,8.386000000000001,8.366000000000001,8.346000000000002,8.326000000000002,8.306000000000003,8.286000000000003,8.266000000000004,8.246000000000004
EOL AURA MANGUEIRA VI,0,6.613,9.096,9.201,9.016,8.501,8.187,8.181,8.394,8.406,8.386000000000001,8.366000000000001,8.346000000000002,8.326000000000002,8.306000000000003,8.286000000000003,8.266000000000004,8.246000000000004
EOL AURA MANGUEIRA VII,0,6.613,9.096,9.201,9.016,8.501,8.187,8.181,8.394,8.406,8.386000000000001,8.366000000000001,8.346000000000002,8.326000000000002,8.306000000000003,8.286000000000003,8.266000000000004,8.246000000000004
EOL AURA MANGUEIRA XI,0,6.613,9.096,9.201,9.016,8.501,8.187,8.181,8.394,8.406,8.386000000000001,8.366000000000001,8.346000000000002,8.326000000000002,8.306000000000003,8.286000000000003,8.266000000000004,8.246000000000004
EOL AURA MANGUEIRA XII,0,6.613,9.096,9.201,9.016,8.501,8.187,8.181,8.394,8.406,8.386000000000001,8.366000000000001,8.346000000000002,8.326000000000002,8.306000000000003,8.286000000000003,8.266000000000004,8.246000000000004
EOL AURA MANGUEIRA XIII,0,6.613,9.096,9.201,9.016,8.501,8.187,8.181,8.394,8.406,8.386000000000001,8.366000000000001,8.346000000000002,8.326000000000002,8.306000000000003,8.286000000000003,8.266000000000004,8.246000000000004
EOL AURA MANGUEIRA XV,0,6.613,9.096,9.201,9.016,8.501,8.187,8.181,8.394,8.406,8.386000000000001,8.366000000000001,8.346000000000002,8.326000000000002,8.306000000000003,8.286000000000003,8.266000000000004,8.246000000000004
EOL AURA MANGUEIRA XVII,0,6.613,9.096,9.201,9.016,8.501,8.187,8.181,8.394,8.406,8.386000000000001,8.366000000000001,8.346000000000002,8.326000000000002,8.306000000000003,8.286000000000003,8.266000000000004,8.246000000000004
EOL AURA MIRIM II,0,6.613,9.096,9.201,9.016,8.501,8.187,8.181,8.394,8.406,8.386000000000001,8.366000000000001,8.346000000000002,8.326000000000002,8.306000000000003,8.286000000000003,8.266000000000004,8.246000000000004
EOL AURA MIRIM IV,0,6.613,9.096,9.201,9.016,8.501,8.187,8.181,8.394,8.406,8.386000000000001,8.366000000000001,8.346000000000002,8.326000000000002,8.306000000000003,8.286000000000003,8.266000000000004,8.246000000000004
EOL AURA MIRIM VI,0,6.613,9.096,9.201,9.016,8.501,8.187,8.181,8.394,8.406,8.386000000000001,8.366000000000001,8.346000000000002,8.326000000000002,8.306000000000003,8.286000000000003,8.266000000000004,8.246000000000004
EOL AURA MIRIM VIII,0,6.613,9.096,9.201,9.016,8.501,8.187,8.181,8.394,8.406,8.386000000000001,8.366000000000001,8.346000000000002,8.326000000000002,8.306000000000003,8.286000000000003,8.266000000000004,8.246000000000004
EOL AURA QUEIMADA NOVA 01,0,10.859,10.181,10.115,10.344,11.136,11.139,11.584,11.455,11.472,11.452,11.432,11.412,11.392000000000001,11.372000000000002,11.352000000000002,11.332000000000003,11.312000000000003
EOL AURA QUEIMADA NOVA 02,0,10.859,10.181,10.115,10.344,11.136,11.139,11.584,11.455,11.472,11.452,11.432,11.412,11.392000000000001,11.372000000000002,11.352000000000002,11.332000000000003,11.312000000000003
EOL AURA QUEIMADA NOVA 03,0,10.859,10.181,10.115,10.344,11.32,11.327,11.782,11.655,11.672,11.652000000000001,11.632000000000001,11.612000000000002,11.592000000000002,11.572000000000003,11.552000000000003,11.532000000000004,11.512000000000004
EOL AURA TANQUE NOVO 01,0,10.456,10.787,10.559,10.919,11.481,11.543,11.966,11.752,11.769,11.749,11.729000000000001,11.709000000000001,11.689000000000002,11.669000000000002,11.649000000000003,11.629000000000003,11.609000000000004
EOL AURA TANQUE NOVO 02,0,10.456,10.787,10.559,10.919,11.481,11.543,11.966,11.752,11.769,11.749,11.729000000000001,11.709000000000001,11.689000000000002,11.669000000000002,11.649000000000003,11.629000000000003,11.609000000000004
EOL AURA TANQUE NOVO 03,0,10.456,10.787,10.559,10.919,11.481,11.543,11.966,11.752,11.769,11.749,11.729000000000001,11.709000000000001,11.689000000000002,11.669000000000002,11.649000000000003,11.629000000000003,11.609000000000004
EOL AVENTURA I,0,10.764,9.842,9.875,10.103,10.915,10.983,11.397,11.272,11.289,11.269,11.249,11.229000000000001,11.209000000000001,11.189000000000002,11.169000000000002,11.149000000000003,11.129000000000003
EOL AVENTURA II,0,10.764,9.842,9.875,10.103,10.915,10.983,11.397,11.272,11.289,11.269,11.249,11.229000000000001,11.209000000000001,11.189000000000002,11.169000000000002,11.149000000000003,11.129000000000003
EOL AVENTURA III,0,10.764,9.842,9.875,10.103,10.915,10.983,11.397,11.272,11.289,11.269,11.249,11.229000000000001,11.209000000000001,11.189000000000002,11.169000000000002,11.149000000000003,11.129000000000003
EOL AVENTURA IV,0,10.764,9.842,9.875,10.103,10.915,10.983,11.397,11.272,11.289,11.269,11.249,11.229000000000001,11.209000000000001,11.189000000000002,11.169000000000002,11.149000000000003,11.129000000000003
EOL AVENTURA V,0,10.764,9.842,9.875,10.103,10.915,10.983,11.397,11.272,11.289,11.269,11.249,11.229000000000001,11.209000000000001,11.189000000000002,11.169000000000002,11.149000000000003,11.129000000000003
EOL AW SANTA REGIA,0,10.64,9.792,9.851,10.079,10.822,10.887,11.297,11.171,11.188,11.168000000000001,11.148000000000001,11.128000000000002,11.108000000000002,11.088000000000003,11.068000000000003,11.048000000000004,11.028000000000004
EOL AW SAO JOAO,0,10.64,9.792,9.851,10.079,10.822,10.887,11.297,11.171,11.188,11.168000000000001,11.148000000000001,11.128000000000002,11.108000000000002,11.088000000000003,11.068000000000003,11.048000000000004,11.028000000000004
