Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
961; FORQUILINHA - 230;;  1,741;  0,000;  1,044;  4,408;;;  4,408;
5452; FORTALEZA - 230;;  8,221; 16,334; 11,467; 11,068;;; 11,068;
9435; F.IGUACU - 500;;  4,896;  0,000;  2,937;  4,408;;;  4,408;
5458; FORTALEZA II - 230;;  8,282; 16,331; 11,502; 11,103;;; 11,103;
5451; FORTALEZA II - 500;;  9,126; 16,671; 12,144; 11,745;;; 11,745;
5902; FUNIL - 230;;  4,604;  5,347;  4,901;  4,503;;;  4,503;
136; FURNAS - 345;;  6,359;  0,904;  4,177;  4,408;;;  4,408;
8980; FUTURA - 500;;  9,772; 14,668; 11,730; 11,331;;; 11,331;
763; GOIANIA LESTE - 230;;  6,431;  0,777;  4,170;  4,408;;;  4,408;
5881; G. MANGABEIRA - 230;;  6,268;  9,440;  7,537;  7,138;;;  7,138;
8393; GAMELEIRA - 230;;  9,264; 16,576; 12,189; 11,790;;; 11,790;
972; GARABI 1 - 525;;  3,631;  0,000;  2,179;  4,408;;;  4,408;
973; GARABI 2 - 525;;  3,631;  0,000;  2,179;  4,408;;;  4,408;
5091; GARANHUNS II - 230;;  7,689; 15,716; 10,900; 10,501;;; 10,501;
5090; GARANHUNS - 500;;  8,283; 15,859; 11,313; 10,915;;; 10,915;
1206; GARIBALDI - 230;;  2,138;  0,000;  1,283;  4,408;;;  4,408;
9533; GASPAR 2 -230;;  1,358;  0,000;  0,815;  4,408;;;  4,408;
10081; GASPAR 2 - 525;;  3,036;  0,000;  1,821;  4,408;;;  4,408;
800; AREIA - 500;;  4,040;  0,000;  2,424;  4,408;;;  4,408;
6061; GENTIO DO OURO II - 230;; 11,473; 12,945; 12,062; 11,663;;; 11,663;
6060; GENTIO DO OURO II - 500;; 10,986; 12,089; 11,427; 11,028;;; 11,028;
585; GERDAU SP - 440;;  4,035;  0,000;  2,421;  4,408;;;  4,408;
540; GETULINA - 440;;  6,285;  0,000;  3,771;  4,408;;;  4,408;
7191; GILBUES - 230;;  9,878; 12,650; 10,987; 10,588;;; 10,588;
7190; GILBUES II - 500;; 10,372; 12,938; 11,398; 10,999;;; 10,999;
3023; GOIANIA - 230;;  7,396;  2,152;  5,298;  4,900;;;  4,900;
5201; GOIANINHA - 230;;  6,550; 15,133;  9,984;  9,585;;;  9,585;
817; PARIGOT SOUZA - 230;;  1,180;  0,000;  0,708;  4,408;;;  4,408;
107; GRAJAU - 500;;  5,204;  0,146;  3,181;  4,408;;;  4,408;
1210; GRAVATA2 - 230;;  1,970;  0,000;  1,182;  4,408;;;  4,408;
1313; GRAVATAI3 - 230;;  1,864;  0,000;  1,119;  4,408;;;  4,408;
976; GRAVATAI - 525;;  2,818;  0,000;  1,691;  4,408;;;  4,408;
813; GRALHA AZUL - 230;;  2,605;  0,000;  1,563;  4,408;;;  4,408;
978; GUAIRA F -230;;  4,645;  0,000;  2,787;  4,408;;;  4,408;
1199; GUAIBA - 230;;  2,277;  0,000;  1,366;  4,408;;;  4,408;
975; GUAIBA3 - 230;;  2,353;  0,000;  1,412;  4,408;;;  4,408;
974; GUAIBA3 - 525;;  2,934;  0,000;  1,761;  4,408;;;  4,408;
873; GUAIRA F - 525;;  4,766;  0,000;  2,860;  4,408;;;  4,408;
6471; GUAMA - 230;;  7,037; 11,265;  8,728;  8,329;;;  8,329;
10136; GUARAPUAVA OESTE - 230;;  3,097;  0,000;  1,858;  4,408;;;  4,408;
1213; GUARITA - 230;;  2,865;  0,000;  1,719;  4,408;;;  4,408;
126; GUARULHOS - 345;;  3,774;  0,000;  2,265;  4,408;;;  4,408;
